Game_Id,Player_Id,Team_Id,Game_Rating,SA,GA,SV,SV_percent,TOI,PIM
21186,546,19,77,35,3,32,.914,3900000,0
21186,4524,33,90,42,3,39,.929,3900000,0
21186,15649,33,0,0,0,0,.00nan,0,0
21186,29239,19,0,0,0,0,.00nan,0,0
21187,546,19,73,28,2,26,.929,3586000,0
21187,4524,33,0,0,0,0,.00nan,0,0
21187,15649,33,86,31,1,30,.968,3600000,0
21187,29239,19,0,0,0,0,.00nan,0,0
21188,1931,30,94,21,0,21,1000,3600000,0
21188,4851,30,0,0,0,0,.00nan,0,0
21188,5031,18,0,0,0,0,.00nan,0,0
21188,29089,18,87,37,2,35,.946,3546000,0
21189,2308,17,0,0,0,0,.00nan,0,0
21189,3643,34,36,31,6,25,.806,3600000,0
21189,13675,34,0,0,0,0,.00nan,0,0
21189,31925,17,100,33,0,33,1000,3600000,0
21190,1840,23,0,0,0,0,.00nan,0,0
21190,20741,11,64,38,4,34,.895,3524000,0
21190,24549,23,78,30,2,28,.933,3600000,0
21190,32637,11,0,0,0,0,.00nan,0,0
21191,8126,10,0,0,0,0,.00nan,0,0
21191,17566,10,100,30,0,30,1000,3600000,0
21191,24605,21,49,23,4,19,.826,3600000,0
21191,26535,21,0,0,0,0,.00nan,0,0
21192,1814,16,81,33,2,31,.939,3900000,0
21192,2210,12,0,0,0,0,.00nan,0,0
21192,14112,16,0,0,0,0,.00nan,0,0
21192,32602,12,94,32,2,30,.938,3900000,0
21193,1593,4838,100,39,0,39,1000,3600000,0
21193,3644,4182,0,0,0,0,.00nan,0,0
21193,22120,4838,0,0,0,0,.00nan,0,0
21193,25302,4182,81,25,1,24,.960,3561000,0
21194,1448,28,0,0,0,0,.00nan,0,0
21194,13881,28,62,19,2,17,.895,3600000,0
21194,15159,9,0,0,0,0,.00nan,0,0
21194,20145,9,79,38,3,35,.921,3562000,0
21195,65,31,65,26,2,24,.923,3900000,0
21195,17544,20,95,46,2,44,.957,3900000,0
21195,30236,20,0,0,0,0,.00nan,0,0
21195,32612,31,0,0,0,0,.00nan,0,0
21196,1078,0,59,36,4,32,.889,3900000,0
21196,14638,29,0,0,0,0,.00nan,0,0
21196,17790,29,53,28,4,24,.857,3900000,0
21196,29152,0,0,0,0,0,.00nan,0,0
21197,1814,16,52,12,1,11,.917,1638000,0
21197,14112,16,25,18,5,13,.722,1962000,0
21197,20012,27,87,39,2,37,.949,3600000,0
21197,32629,27,0,0,0,0,.00nan,0,0
21198,1840,23,82,33,3,30,.909,3900000,0
21198,1931,30,77,42,3,39,.929,3900000,0
21198,4851,30,0,0,0,0,.00nan,0,0
21198,24549,23,0,0,0,0,.00nan,0,0
21199,3304,26,0,0,0,0,.00nan,0,0
21199,3643,34,28,15,4,11,.733,920000,0
21199,13675,34,43,28,5,23,.821,2680000,0
21199,29746,26,69,19,1,18,.947,3600000,0
21200,1634,22,100,36,1,35,.972,3600000,0
21200,4469,5,0,0,0,0,.00nan,0,0
21200,5168,22,0,0,0,0,.00nan,0,0
21200,19166,5,63,21,2,19,.905,3559000,0
21201,2072,8,99,38,1,37,.974,3600000,0
21201,4524,33,64,36,5,31,.861,3600000,0
21201,15649,33,0,0,0,0,.00nan,0,0
21201,22527,8,0,0,0,0,.00nan,0,0
21202,2036,24,92,43,2,41,.953,3600000,0
21202,2440,15,52,32,4,28,.875,3592000,0
21202,4127,15,0,0,0,0,.00nan,0,0
21202,29139,24,0,0,0,0,.00nan,0,0
21203,264,35,0,0,0,0,.00nan,0,0
21203,8073,14,99,53,1,52,.981,3600000,0
21203,24359,14,0,0,0,0,.00nan,0,0
21203,25490,35,50,24,3,21,.875,3541000,0
21204,15159,9,86,44,3,41,.932,3900000,0
21204,17544,20,0,0,0,0,.00nan,0,0
21204,20145,9,0,0,0,0,.00nan,0,0
21204,30236,20,55,31,3,28,.903,3848000,0
21205,2210,12,73,37,3,34,.919,3643000,0
21205,5031,18,77,41,4,37,.902,3643000,0
21205,29089,18,0,0,0,0,.00nan,0,0
21205,32602,12,0,0,0,0,.00nan,0,0
21206,2308,17,0,0,0,0,.00nan,0,0
21206,8126,10,0,0,0,0,.00nan,0,0
21206,17566,10,93,36,2,34,.944,3900000,0
21206,31925,17,97,44,2,42,.955,3900000,0
21207,1448,28,92,47,4,43,.915,3829050,0
21207,13881,28,0,0,0,0,.00nan,0,0
21207,24295,3,0,0,0,0,.00nan,0,0
21207,26285,3,86,49,5,44,.898,3829050,0
21208,546,19,72,35,3,32,.914,3600000,0
21208,24605,21,0,0,0,0,.00nan,0,0
21208,26535,21,70,23,2,21,.913,3600000,0
21208,29239,19,0,0,0,0,.00nan,0,0
21209,752,32,0,0,0,0,.00nan,0,0
21209,3643,34,55,26,4,22,.846,3900000,0
21209,13675,34,0,0,0,0,.00nan,0,0
21209,15180,32,48,30,4,26,.867,3900000,0
21210,65,31,76,44,4,40,.909,3600000,0
21210,264,35,0,0,0,0,.00nan,0,0
21210,25490,35,78,22,1,21,.955,3600000,0
21210,32612,31,0,0,0,0,.00nan,0,0
21211,4469,5,0,0,0,0,.00nan,0,0
21211,14638,29,0,0,0,0,.00nan,0,0
21211,17790,29,74,41,4,37,.902,3545000,0
21211,19166,5,43,16,3,13,.813,3600000,0
21212,2072,8,0,0,0,0,.00nan,0,0
21212,4524,33,64,32,3,29,.906,3544000,0
21212,15649,33,0,0,0,0,.00nan,0,0
21212,22527,8,81,27,2,25,.926,3600000,0
21213,1593,4838,47,34,5,29,.853,3524000,0
21213,20012,27,60,24,3,21,.875,3600000,0
21213,22120,4838,0,0,0,0,.00nan,0,0
21213,32629,27,0,0,0,0,.00nan,0,0
21214,1931,30,38,33,6,27,.818,3590000,0
21214,3304,26,100,35,1,34,.971,3102000,0
21214,4851,30,0,0,0,0,.00nan,0,0
21214,29746,26,32,9,3,6,.667,498000,0
21215,1634,22,58,35,4,31,.886,3600000,0
21215,5168,22,0,0,0,0,.00nan,0,0
21215,20741,11,38,31,6,25,.806,3572000,0
21215,32637,11,0,0,0,0,.00nan,0,0
21216,2036,24,65,39,5,34,.872,3600000,0
21216,24295,3,0,0,0,0,.00nan,0,0
21216,26285,3,100,41,2,39,.951,3600000,0
21216,29139,24,0,0,0,0,.00nan,0,0
21217,2440,15,64,33,4,29,.879,3600000,0
21217,3644,4182,0,0,0,0,.00nan,0,0
21217,4127,15,0,0,0,0,.00nan,0,0
21217,25302,4182,51,44,7,37,.841,3600000,0
21218,2308,17,84,32,2,30,.938,3900000,0
21218,8073,14,0,0,0,0,.00nan,0,0
21218,24359,14,81,32,2,30,.938,3900000,0
21218,31925,17,0,0,0,0,.00nan,0,0
21219,546,19,82,30,2,28,.933,3600000,0
21219,2210,12,0,0,0,0,.00nan,0,0
21219,29239,19,0,0,0,0,.00nan,0,0
21219,32602,12,68,33,3,30,.909,3549000,0
21220,1840,23,32,5,2,3,.600,384000,0
21220,5031,18,75,35,3,32,.914,3600000,0
21220,24549,23,42,43,7,36,.837,3216000,0
21220,29089,18,0,0,0,0,.00nan,0,0
21221,8126,10,64,42,5,37,.881,3600000,0
21221,17566,10,0,0,0,0,.00nan,0,0
21221,25620,25,73,24,1,23,.958,3600000,0
21221,26065,25,0,0,0,0,.00nan,0,0
21222,1078,0,0,0,0,0,.00nan,0,0
21222,15159,9,0,0,0,0,.00nan,0,0
21222,20145,9,77,38,3,35,.921,3715000,0
21222,29152,0,77,36,4,32,.889,3715000,0
21223,1448,28,0,0,0,0,.00nan,0,0
21223,13881,28,76,27,2,25,.926,3578000,0
21223,17544,20,100,41,1,40,.976,3600000,0
21223,30236,20,0,0,0,0,.00nan,0,0
21224,65,31,45,36,5,31,.861,3600000,0
21224,4469,5,0,0,0,0,.00nan,0,0
21224,19166,5,100,30,0,30,1000,3600000,0
21224,32612,31,0,0,0,0,.00nan,0,0
21225,752,32,63,15,1,14,.933,1242000,0
21225,2072,8,42,32,6,26,.813,2799000,0
21225,15180,32,34,29,6,23,.793,2658000,0
21225,22527,8,49,10,1,9,.900,1101000,0
21226,1931,30,82,37,3,34,.919,3579000,0
21226,4851,30,0,0,0,0,.00nan,0,0
21226,24295,3,94,36,2,34,.944,3600000,0
21226,26285,3,0,0,0,0,.00nan,0,0
21227,1814,16,0,0,0,0,.00nan,0,0
21227,3304,26,88,40,3,37,.925,3833000,0
21227,14112,16,70,40,4,36,.900,3833000,0
21227,29746,26,0,0,0,0,.00nan,0,0
21228,1448,28,77,37,3,34,.919,3600000,0
21228,8073,14,53,29,4,25,.862,3543000,0
21228,13881,28,0,0,0,0,.00nan,0,0
21228,24359,14,0,0,0,0,.00nan,0,0
21229,3643,34,0,0,0,0,.00nan,0,0
21229,13675,34,24,23,6,17,.739,3600000,0
21229,20741,11,0,0,0,0,.00nan,0,0
21229,32637,11,71,21,1,20,.952,3600000,0
21230,1840,23,91,33,2,31,.939,3600000,0
21230,24549,23,0,0,0,0,.00nan,0,0
21230,24605,21,55,27,4,23,.852,3570000,0
21230,26535,21,0,0,0,0,.00nan,0,0
21231,264,35,90,18,0,18,1000,3600000,0
21231,15159,9,92,49,2,47,.959,3528000,0
21231,20145,9,0,0,0,0,.00nan,0,0
21231,25490,35,0,0,0,0,.00nan,0,0
21232,17544,20,89,37,2,35,.946,3574000,0
21232,25302,4182,98,25,0,25,1000,3600000,0
21232,30236,20,0,0,0,0,.00nan,0,0
21232,32635,4182,0,0,0,0,.00nan,0,0
21233,5031,18,74,45,5,40,.889,3600000,0
21233,20012,27,100,38,1,37,.974,3600000,0
21233,29089,18,0,0,0,0,.00nan,0,0
21233,32629,27,0,0,0,0,.00nan,0,0
21234,8126,10,0,0,0,0,.00nan,0,0
21234,17566,10,75,46,4,42,.913,3600000,0
21234,25302,4182,85,27,1,26,.963,3600000,0
21234,32635,4182,0,0,0,0,.00nan,0,0
21235,1593,4838,88,49,4,45,.918,3567000,0
21235,14638,29,0,0,0,0,.00nan,0,0
21235,17790,29,78,32,2,30,.938,3600000,0
21235,22120,4838,0,0,0,0,.00nan,0,0
21236,546,19,88,37,2,35,.946,3900000,0
21236,1634,22,87,32,2,30,.938,3900000,0
21236,5168,22,0,0,0,0,.00nan,0,0
21236,29239,19,0,0,0,0,.00nan,0,0
21237,1931,30,0,0,0,0,.00nan,0,0
21237,4524,33,96,34,1,33,.971,3600000,0
21237,4851,30,63,30,3,27,.900,3585000,0
21237,15649,33,0,0,0,0,.00nan,0,0
21238,2036,24,0,0,0,0,.00nan,0,0
21238,20741,11,59,31,4,27,.871,3900000,0
21238,29139,24,55,33,4,29,.879,3900000,0
21238,32637,11,0,0,0,0,.00nan,0,0
21239,65,31,82,38,2,36,.947,3900000,0
21239,1078,0,93,40,2,38,.950,3900000,0
21239,29152,0,0,0,0,0,.00nan,0,0
21239,32612,31,0,0,0,0,.00nan,0,0
21240,2308,17,0,0,0,0,.00nan,0,0
21240,2440,15,84,31,2,29,.935,3600000,0
21240,4127,15,0,0,0,0,.00nan,0,0
21240,31925,17,63,36,5,31,.861,3600000,0
21241,752,32,0,0,0,0,.00nan,0,0
21241,1814,16,0,0,0,0,.00nan,0,0
21241,14112,16,100,29,0,29,1000,3600000,0
21241,15180,32,84,45,4,41,.911,3600000,0
21242,2440,15,0,0,0,0,.00nan,0,0
21242,4127,15,18,17,5,12,.706,3600000,0
21242,4469,5,0,0,0,0,.00nan,0,0
21242,19166,5,65,24,2,22,.917,3600000,0
21243,1840,23,0,0,0,0,.00nan,0,0
21243,24549,23,77,40,4,36,.900,3533000,0
21243,25620,25,91,33,2,31,.939,3600000,0
21243,26065,25,0,0,0,0,.00nan,0,0
21244,65,31,91,60,4,56,.933,3900000,0
21244,20741,11,0,0,0,0,.00nan,0,0
21244,32612,31,0,0,0,0,.00nan,0,0
21244,32637,11,52,34,4,30,.882,3871000,0
21245,14638,29,0,0,0,0,.00nan,0,0
21245,17790,29,64,32,3,29,.906,3900000,0
21245,20012,27,79,42,3,39,.929,3900000,0
21245,32629,27,0,0,0,0,.00nan,0,0
21246,4524,33,73,41,5,36,.878,3600000,0
21246,8126,10,0,0,0,0,.00nan,0,0
21246,15649,33,0,0,0,0,.00nan,0,0
21246,17566,10,78,40,4,36,.900,3600000,0
21247,1593,4838,65,27,3,24,.889,3600000,0
21247,22120,4838,0,0,0,0,.00nan,0,0
21247,24605,21,0,0,0,0,.00nan,0,0
21247,26535,21,34,23,5,18,.783,3567000,0
21248,3304,26,62,48,6,42,.875,3600000,0
21248,25302,4182,0,0,0,0,.00nan,0,0
21248,29746,26,0,0,0,0,.00nan,0,0
21248,32635,4182,96,23,0,23,1000,3600000,0
21249,264,35,87,41,3,38,.927,3900000,0
21249,1448,28,82,36,3,33,.917,3868000,0
21249,13881,28,0,0,0,0,.00nan,0,0
21249,25490,35,0,0,0,0,.00nan,0,0
21250,1634,22,0,0,0,0,.00nan,0,0
21250,2036,24,65,33,3,30,.909,3544000,0
21250,5168,22,85,35,2,33,.943,3600000,0
21250,29139,24,0,0,0,0,.00nan,0,0
21251,546,19,57,29,3,26,.897,3589000,0
21251,3643,34,91,43,2,41,.953,3600000,0
21251,13675,34,0,0,0,0,.00nan,0,0
21251,29239,19,0,0,0,0,.00nan,0,0
21252,1078,0,100,40,2,38,.950,3600000,0
21252,17544,20,40,32,5,27,.844,3600000,0
21252,29152,0,0,0,0,0,.00nan,0,0
21252,30236,20,0,0,0,0,.00nan,0,0
21253,1931,30,82,32,2,30,.938,3600000,0
21253,4851,30,0,0,0,0,.00nan,0,0
21253,8073,14,3,21,7,14,.667,2571000,0
21253,24359,14,58,6,0,6,1000,1029000,0
21254,2072,8,0,0,0,0,.00nan,0,0
21254,15159,9,83,24,1,23,.958,3600000,0
21254,20145,9,0,0,0,0,.00nan,0,0
21254,22527,8,42,25,5,20,.800,3600000,0
21255,752,32,67,35,4,31,.886,3551000,0
21255,5031,18,61,20,2,18,.900,3600000,0
21255,15180,32,0,0,0,0,.00nan,0,0
21255,29089,18,0,0,0,0,.00nan,0,0
21256,2210,12,60,12,1,11,.917,1710950,0
21256,24295,3,0,0,0,0,.00nan,0,0
21256,26285,3,64,24,3,21,.875,3600000,0
21256,32602,12,32,27,6,21,.778,1889050,0
21257,1814,16,0,0,0,0,.00nan,0,0
21257,1840,23,0,0,0,0,.00nan,0,0
21257,14112,16,98,41,0,41,1000,3900000,0
21257,24549,23,100,35,0,35,1000,3900000,0
21258,2308,17,0,0,0,0,.00nan,0,0
21258,4469,5,0,0,0,0,.00nan,0,0
21258,19166,5,68,27,2,25,.926,3600000,0
21258,31925,17,50,21,3,18,.857,3563000,0
21259,65,31,80,39,3,36,.923,3600000,0
21259,3304,26,100,24,0,24,1000,3600000,0
21259,29746,26,0,0,0,0,.00nan,0,0
21259,32612,31,0,0,0,0,.00nan,0,0
21260,20012,27,92,39,2,37,.949,3698000,0
21260,24605,21,0,0,0,0,.00nan,0,0
21260,26535,21,69,20,1,19,.950,3698000,0
21260,32629,27,0,0,0,0,.00nan,0,0
21261,8073,14,0,0,0,0,.00nan,0,0
21261,8126,10,0,0,0,0,.00nan,0,0
21261,17566,10,82,41,2,39,.951,3900000,0
21261,24359,14,83,32,2,30,.938,3900000,0
21262,1593,4838,28,29,6,23,.793,3600000,0
21262,22120,4838,0,0,0,0,.00nan,0,0
21262,25620,25,0,0,0,0,.00nan,0,0
21262,26065,25,67,38,3,35,.921,3600000,0
21263,1448,28,39,15,3,12,.800,3600000,0
21263,2072,8,58,34,4,30,.882,3600000,0
21263,13881,28,0,0,0,0,.00nan,0,0
21263,22527,8,0,0,0,0,.00nan,0,0
21264,2440,15,0,0,0,0,.00nan,0,0
21264,4127,15,55,30,4,26,.867,3600000,0
21264,4524,33,66,46,6,40,.870,3563000,0
21264,15649,33,0,0,0,0,.00nan,0,0
21265,546,19,89,32,1,31,.969,3600000,0
21265,2036,24,76,26,2,24,.923,3594000,0
21265,29139,24,0,0,0,0,.00nan,0,0
21265,29239,19,0,0,0,0,.00nan,0,0
21266,264,35,59,31,3,28,.903,3530000,0
21266,1078,0,90,29,1,28,.966,3600000,0
21266,25490,35,0,0,0,0,.00nan,0,0
21266,29152,0,0,0,0,0,.00nan,0,0
21267,1634,22,100,31,0,31,1000,3600000,0
21267,2308,17,57,35,4,31,.886,3600000,0
21267,5168,22,0,0,0,0,.00nan,0,0
21267,31925,17,0,0,0,0,.00nan,0,0
21268,14638,29,0,0,0,0,.00nan,0,0
21268,17790,29,83,37,3,34,.919,3900000,0
21268,25302,4182,0,0,0,0,.00nan,0,0
21268,32635,4182,63,31,3,28,.903,3900000,0
21269,1814,16,0,0,0,0,.00nan,0,0
21269,5031,18,95,41,2,39,.951,3598000,0
21269,14112,16,73,22,1,21,.955,3600000,0
21269,29089,18,0,0,0,0,.00nan,0,0
21270,1931,30,92,35,2,33,.943,3531000,0
21270,4851,30,0,0,0,0,.00nan,0,0
21270,17544,20,100,27,0,27,1000,3600000,0
21270,30236,20,0,0,0,0,.00nan,0,0
21271,752,32,0,0,0,0,.00nan,0,0
21271,15159,9,0,0,0,0,.00nan,0,0
21271,15180,32,81,30,1,29,.967,3600000,0
21271,20145,9,74,34,2,32,.941,3559000,0
21272,1840,23,0,0,0,0,.00nan,0,0
21272,2210,12,49,6,1,5,.833,1399000,0
21272,24549,23,63,34,4,30,.882,3730000,0
21272,32602,12,60,30,4,26,.867,2331000,0
21273,20741,11,85,37,3,34,.919,3600000,0
21273,24295,3,44,9,2,7,.778,1275850,0
21273,26285,3,40,31,6,25,.806,2324150,0
21273,32637,11,0,0,0,0,.00nan,0,0
21274,1634,22,74,42,4,38,.905,3600000,0
21274,4469,5,0,0,0,0,.00nan,0,0
21274,5168,22,0,0,0,0,.00nan,0,0
21274,19166,5,89,36,2,34,.944,3600000,0
21275,3643,34,87,37,3,34,.919,3900000,0
21275,8126,10,95,38,3,35,.921,3900000,0
21275,13675,34,0,0,0,0,.00nan,0,0
21275,17566,10,0,0,0,0,.00nan,0,0
21276,546,19,97,37,1,36,.973,3600000,0
21276,2440,15,45,21,4,17,.810,2289000,0
21276,4127,15,65,11,0,11,1000,1311000,0
21276,29239,19,0,0,0,0,.00nan,0,0
21277,1593,4838,79,36,2,34,.944,3600000,0
21277,8073,14,75,36,4,32,.889,3600000,0
21277,22120,4838,0,0,0,0,.00nan,0,0
21277,24359,14,0,0,0,0,.00nan,0,0
21278,2036,24,59,25,3,22,.880,3593000,0
21278,17544,20,90,31,1,30,.968,3600000,0
21278,29139,24,0,0,0,0,.00nan,0,0
21278,30236,20,0,0,0,0,.00nan,0,0
21279,1078,0,100,37,1,36,.973,3600000,0
21279,2072,8,59,7,0,7,1000,1260000,0
21279,22527,8,50,33,5,28,.848,2340000,0
21279,29152,0,0,0,0,0,.00nan,0,0
21280,24605,21,71,21,1,20,.952,3600000,0
21280,25302,4182,62,41,5,36,.878,3600000,0
21280,26535,21,0,0,0,0,.00nan,0,0
21280,32635,4182,0,0,0,0,.00nan,0,0
21281,5031,18,0,0,0,0,.00nan,0,0
21281,15159,9,64,35,3,32,.914,3514000,0
21281,20145,9,0,0,0,0,.00nan,0,0
21281,29089,18,79,27,1,26,.963,3600000,0
21282,752,32,58,5,0,5,1000,302000,0
21282,15180,32,41,32,6,26,.813,3298000,0
21282,25620,25,0,0,0,0,.00nan,0,0
21282,26065,25,100,50,2,48,.960,3600000,0
22499,65,31,56,31,4,27,.871,3585000,0
22499,546,19,0,0,0,0,.00nan,0,0
22499,29239,19,66,23,2,21,.913,3600000,0
22499,32612,31,0,0,0,0,.00nan,0,0
22501,3643,34,33,9,3,6,.667,551000,0
22501,13675,34,57,30,3,27,.900,3049000,0
22501,15159,9,64,16,1,15,.938,3600000,0
22501,20145,9,0,0,0,0,.00nan,0,0
22503,740,27,0,0,0,0,.00nan,0,0
22503,17544,20,68,33,3,30,.909,3600000,0
22503,20012,27,63,23,2,21,.913,3600000,0
22503,30236,20,0,0,0,0,.00nan,0,0
22505,264,35,0,0,0,0,.00nan,0,0
22505,1634,22,48,34,5,29,.853,3600000,0
22505,5168,22,0,0,0,0,.00nan,0,0
22505,25490,35,100,32,0,32,1000,3600000,0
22507,752,32,0,0,0,0,.00nan,0,0
22507,15180,32,60,28,3,25,.893,3600000,0
22507,25620,25,0,0,0,0,.00nan,0,0
22507,26065,25,100,31,0,31,1000,3600000,0
22509,8073,14,0,0,0,0,.00nan,0,0
22509,24359,14,45,33,5,28,.848,3600000,0
22509,24605,21,72,25,2,23,.920,3600000,0
22509,26535,21,0,0,0,0,.00nan,0,0
22511,1840,23,73,32,3,29,.906,3600000,0
22511,14638,29,86,43,4,39,.907,3577000,0
22511,17790,29,0,0,0,0,.00nan,0,0
22511,24549,23,0,0,0,0,.00nan,0,0
22513,2308,17,0,0,0,0,.00nan,0,0
22513,4469,5,0,0,0,0,.00nan,0,0
22513,19166,5,97,24,0,24,1000,3600000,0
22513,31925,17,76,33,3,30,.909,3600000,0
22515,1814,16,72,29,2,27,.931,3600000,0
22515,1931,30,0,0,0,0,.00nan,0,0
22515,4851,30,50,23,3,20,.870,3592000,0
22515,14112,16,0,0,0,0,.00nan,0,0
22517,1593,4838,0,0,0,0,.00nan,0,0
22517,2440,15,36,24,5,19,.792,3900000,0
22517,4127,15,0,0,0,0,.00nan,0,0
22517,22120,4838,94,59,5,54,.915,3900000,0
22519,1078,0,0,0,0,0,.00nan,0,0
22519,24295,3,0,0,0,0,.00nan,0,0
22519,26285,3,100,26,0,26,1000,3600000,0
22519,29152,0,80,42,4,38,.905,3600000,0
22521,5031,18,0,0,0,0,.00nan,0,0
22521,8126,10,0,0,0,0,.00nan,0,0
22521,17566,10,38,27,5,22,.815,3515000,0
22521,29089,18,86,42,3,39,.929,3600000,0
22523,2036,24,87,32,2,30,.938,3600000,0
22523,3644,4182,0,0,0,0,.00nan,0,0
22523,10101,24,0,0,0,0,.00nan,0,0
22523,25302,4182,62,45,5,40,.889,3600000,0
22525,3304,26,0,0,0,0,.00nan,0,0
22525,4524,33,0,0,0,0,.00nan,0,0
22525,15649,33,72,31,3,28,.903,3600000,0
22525,29746,26,87,37,2,35,.946,3600000,0
22527,1448,28,77,21,1,20,.952,3600000,0
22527,2210,12,0,0,0,0,.00nan,0,0
22527,13881,28,0,0,0,0,.00nan,0,0
22527,32602,12,61,29,3,26,.897,3520000,0
22529,2072,8,0,0,0,0,.00nan,0,0
22529,20741,11,58,30,4,26,.867,3514000,0
22529,22527,8,87,34,2,32,.941,3600000,0
22529,32637,11,0,0,0,0,.00nan,0,0
22531,2440,15,0,0,0,0,.00nan,0,0
22531,4127,15,63,22,2,20,.909,3600000,0
22531,4469,5,0,0,0,0,.00nan,0,0
22531,19166,5,54,23,3,20,.870,3600000,0
22533,3643,34,88,29,1,28,.966,3600000,0
22533,13675,34,0,0,0,0,.00nan,0,0
22533,15159,9,0,0,0,0,.00nan,0,0
22533,20145,9,76,27,2,25,.926,3600000,0
22535,752,32,100,39,0,39,1000,3600000,0
22535,15180,32,0,0,0,0,.00nan,0,0
22535,24295,3,0,0,0,0,.00nan,0,0
22535,26285,3,83,31,2,29,.935,3600000,0
22537,3644,4182,84,13,0,13,1000,3600000,0
22537,17544,20,0,0,0,0,.00nan,0,0
22537,25302,4182,0,0,0,0,.00nan,0,0
22537,30236,20,73,42,4,38,.905,3600000,0
22539,546,19,86,31,2,29,.935,3600000,0
22539,25620,25,0,0,0,0,.00nan,0,0
22539,26065,25,58,32,4,28,.875,3569000,0
22539,29239,19,0,0,0,0,.00nan,0,0
22541,1814,16,0,0,0,0,.00nan,0,0
22541,8073,14,48,25,4,21,.840,3900000,0
22541,14112,16,70,37,4,33,.892,3900000,0
22541,24359,14,0,0,0,0,.00nan,0,0
22543,1078,0,52,36,5,31,.861,3600000,0
22543,8126,10,82,30,1,29,.967,3600000,0
22543,17566,10,0,0,0,0,.00nan,0,0
22543,29152,0,0,0,0,0,.00nan,0,0
22545,2036,24,0,0,0,0,.00nan,0,0
22545,2308,17,76,36,3,33,.917,3900000,0
22545,10101,24,55,19,3,16,.842,3881000,0
22545,31925,17,0,0,0,0,.00nan,0,0
22547,1840,23,0,0,0,0,.00nan,0,0
22547,14638,29,0,0,0,0,.00nan,0,0
22547,17790,29,61,26,2,24,.923,3600000,0
22547,24549,23,87,41,3,38,.927,3543000,0
22549,1634,22,0,0,0,0,.00nan,0,0
22549,2072,8,92,33,1,32,.970,3600000,0
22549,5168,22,79,26,2,24,.923,3566000,0
22549,22527,8,0,0,0,0,.00nan,0,0
22551,65,31,0,0,0,0,.00nan,0,0
22551,5031,18,96,14,0,14,1000,3600000,0
22551,29089,18,0,0,0,0,.00nan,0,0
22551,32612,31,54,34,5,29,.853,3600000,0
22553,740,27,55,31,5,26,.839,3600000,0
22553,3304,26,76,20,1,19,.950,3600000,0
22553,20012,27,0,0,0,0,.00nan,0,0
22553,29746,26,0,0,0,0,.00nan,0,0
22555,1593,4838,59,28,4,24,.857,3561000,0
22555,20741,11,0,0,0,0,.00nan,0,0
22555,22120,4838,0,0,0,0,.00nan,0,0
22555,32637,11,81,33,2,31,.939,3600000,0
22557,1931,30,83,30,1,29,.967,3600000,0
22557,4524,33,60,34,4,30,.882,3570000,0
22557,4851,30,0,0,0,0,.00nan,0,0
22557,15649,33,0,0,0,0,.00nan,0,0
22559,264,35,0,0,0,0,.00nan,0,0
22559,2210,12,92,39,2,37,.949,3900000,0
22559,25490,35,79,27,2,25,.926,3900000,0
22559,32602,12,0,0,0,0,.00nan,0,0
22561,1448,28,0,0,0,0,.00nan,0,0
22561,13881,28,91,54,2,52,.963,3713000,0
22561,24605,21,0,0,0,0,.00nan,0,0
22561,26535,21,53,23,3,20,.870,3713000,0
22563,65,31,0,0,0,0,.00nan,0,0
22563,8073,14,63,27,3,24,.889,3600000,0
22563,24359,14,0,0,0,0,.00nan,0,0
22563,32612,31,40,23,4,19,.826,3567000,0
22565,546,19,0,0,0,0,.00nan,0,0
22565,5031,18,70,39,4,35,.897,3896000,0
22565,29089,18,0,0,0,0,.00nan,0,0
22565,29239,19,62,38,5,33,.868,3896000,0
22567,264,35,0,0,0,0,.00nan,0,0
22567,1931,30,76,28,2,26,.929,3600000,0
22567,4851,30,0,0,0,0,.00nan,0,0
22567,25490,35,87,29,1,28,.966,3600000,0
22569,740,27,0,0,0,0,.00nan,0,0
22569,752,32,84,35,2,33,.943,3562000,0
22569,15180,32,0,0,0,0,.00nan,0,0
22569,20012,27,78,24,1,23,.958,3600000,0
22571,3643,34,0,0,0,0,.00nan,0,0
22571,13675,34,67,23,1,22,.957,3900000,0
22571,20741,11,98,54,1,53,.981,3900000,0
22571,32637,11,0,0,0,0,.00nan,0,0
22573,1593,4838,92,32,1,31,.969,3600000,0
22573,14638,29,0,0,0,0,.00nan,0,0
22573,17790,29,53,22,3,19,.864,3514000,0
22573,22120,4838,0,0,0,0,.00nan,0,0
22575,2210,12,0,0,0,0,.00nan,0,0
22575,2308,17,0,0,0,0,.00nan,0,0
22575,31925,17,94,48,3,45,.938,3600000,0
22575,32602,12,100,29,0,29,1000,3600000,0
22577,8126,10,0,0,0,0,.00nan,0,0
22577,17566,10,44,28,5,23,.821,3600000,0
22577,24295,3,0,0,0,0,.00nan,0,0
22577,26285,3,84,24,1,23,.958,3600000,0
22579,1634,22,74,35,3,32,.914,3600000,0
22579,5168,22,0,0,0,0,.00nan,0,0
22579,25620,25,72,39,5,34,.872,3600000,0
22579,26065,25,0,0,0,0,.00nan,0,0
22581,2072,8,0,0,0,0,.00nan,0,0
22581,3304,26,0,0,0,0,.00nan,0,0
22581,22527,8,24,16,5,11,.688,3600000,0
22581,29746,26,100,37,2,35,.946,3600000,0
22583,4524,33,100,27,0,27,1000,3600000,0
22583,15649,33,0,0,0,0,.00nan,0,0
